Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,Employment Status,Health Status (Employment-Based),Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
SI31035,Arizona,5368.89,No,Basic,Doctor,03-01-11,Employed,Healthy,M,59601,Suburban,Married,67,28,2,0,6,Personal Auto,Personal L3,Offer4,Branch,321.6,Four-Door Car,Midsize
HI51182,Oregon,8453.68,No,Premium,College,03-01-11,Employed,Healthy,F,59888,Suburban,Married,106,6,14,0,3,Personal Auto,Personal L3,Offer1,Branch,712.68,Four-Door Car,Midsize
QA17596,California,3903.47,No,Extended,Bachelor,03-01-11,Employed,Healthy,F,60068,Suburban,Married,98,17,75,0,1,Personal Auto,Personal L3,Offer2,Agent,470.4,Two-Door Car,Small
JU74347,Oregon,7943.51,No,Basic,Bachelor,03-01-11,Employed,Healthy,M,60214,Urban,Married,100,8,16,1,4,Corporate Auto,Corporate L3,Offer1,Agent,291.29,Sports Car,Small
BA40043,California,5799.83,No,Basic,College,03-01-11,Employed,Healthy,M,60689,Rural,Single,74,29,67,0,7,Corporate Auto,Corporate L2,Offer2,Branch,5.75,Four-Door Car,Midsize
LO68739,Arizona,7739.55,No,Extended,Bachelor,03-01-11,Employed,Healthy,F,64859,Urban,Married,96,24,11,0,8,Personal Auto,Personal L2,Offer3,Call Center,266.95,Four-Door Car,Midsize
QQ51185,Nevada,2659.5,No,Basic,College,03-01-11,Employed,Healthy,F,64987,Urban,Married,66,17,90,0,1,Personal Auto,Personal L3,Offer2,Web,182.93,Four-Door Car,Small
RR68322,Nevada,3482.69,No,Extended,High School Or Below,03-01-11,Employed,Healthy,M,65162,Rural,Married,86,11,59,0,1,Personal Auto,Personal L3,Offer2,Call Center,134.43,Four-Door Car,Midsize
VP13613,California,3942.73,No,Extended,Bachelor,03-01-11,Employed,Healthy,M,65404,Urban,Married,99,16,79,0,1,Personal Auto,Personal L2,Offer2,Branch,300.7,Four-Door Car,Large
LU53495,California,2888.85,No,Basic,College,03-01-11,Employed,Healthy,M,65412,Rural,Married,73,1,74,1,1,Personal Auto,Personal L2,Offer3,Branch,101.75,Four-Door Car,Midsize
KY98596,Arizona,5033.39,No,Basic,Bachelor,03-01-11,Employed,Healthy,M,68331,Suburban,Married,63,23,38,0,3,Personal Auto,Personal L1,Offer4,Branch,302.4,Four-Door Car,Small
AY88788,Oregon,15417.68,No,Basic,College,03-01-11,Employed,Healthy,F,69841,Urban,Married,192,0,66,0,7,Personal Auto,Personal L3,Offer1,Branch,878.81,Luxury SUV,Midsize
WI38796,Oregon,9123.91,No,Basic,Bachelor,03-01-11,Employed,Healthy,M,70737,Suburban,Married,114,25,12,0,4,Corporate Auto,Corporate L3,Offer4,Web,741.66,SUV,Midsize
RN66968,California,5332.62,No,Basic,High School Or Below,03-01-11,Employed,Healthy,M,74837,Suburban,Married,66,9,18,0,7,Personal Auto,Personal L3,Offer2,Agent,376.5,Four-Door Car,Large
ON91363,Washington,3730.14,No,Extended,College,03-01-11,Employed,Healthy,M,75132,Suburban,Married,93,7,33,2,1,Personal Auto,Personal L2,Offer4,Call Center,446.4,Four-Door Car,Midsize
XC26395,Oregon,7408.84,No,Extended,High School Or Below,03-01-11,Employed,Healthy,M,76771,Rural,Divorced,95,34,82,1,7,Personal Auto,Personal L3,Offer1,Branch,91.67,Two-Door Car,Large
TN66124,California,10552.88,No,Extended,High School Or Below,03-01-11,Employed,Healthy,M,77627,Rural,Married,88,14,38,0,2,Corporate Auto,Corporate L2,Offer4,Web,205.17,Two-Door Car,Midsize
OH98172,California,3188.53,No,Extended,High School Or Below,03-01-11,Employed,Healthy,F,81081,Urban,Married,79,20,25,0,1,Personal Auto,Personal L3,Offer2,Agent,224.89,Two-Door Car,Midsize
FS84707,Nevada,2691.22,No,Basic,Doctor,03-01-11,Employed,Healthy,F,82108,Rural,Divorced,67,17,63,0,1,Personal Auto,Personal L2,Offer4,Web,52.8,Four-Door Car,Small
LN47910,Arizona,4434.03,No,Premium,College,03-01-11,Employed,Healthy,F,83220,Suburban,Married,110,9,42,0,1,Personal Auto,Personal L1,Offer3,Agent,528,Four-Door Car,Midsize
KW33804,Nevada,8090.88,No,Basic,High School Or Below,03-01-11,Employed,Healthy,M,86180,Rural,Divorced,69,11,43,4,2,Personal Auto,Personal L1,Offer4,Branch,48.05,Four-Door Car,Large
KB25170,Washington,2560.08,No,Basic,Doctor,03-01-11,Employed,Healthy,F,88059,Rural,Married,63,15,98,0,1,Personal Auto,Personal L1,Offer4,Call Center,144.55,Four-Door Car,Small
QV89018,Arizona,20467.72,No,Basic,High School Or Below,03-01-11,Employed,Healthy,M,89025,Urban,Married,64,32,10,0,2,Personal Auto,Personal L3,Offer3,Branch,179.25,Four-Door Car,Large
ZY99878,California,13742.54,No,Premium,High School Or Below,03-01-11,Employed,Healthy,M,90343,Urban,Single,175,11,68,0,3,Personal Auto,Personal L2,Offer1,Branch,833.07,SUV,Midsize
PW65305,California,8870.67,No,Basic,College,03-01-11,Employed,Healthy,M,91580,Urban,Married,73,14,52,0,2,Personal Auto,Personal L2,Offer2,Branch,290.7,Two-Door Car,Midsize
HS85465,California,2759.98,Yes,Basic,Bachelor,03-01-11,Employed,Healthy,M,92296,Suburban,Married,69,4,65,0,1,Corporate Auto,Corporate L1,Offer2,Agent,331.2,Two-Door Car,Midsize
NX11526,Arizona,2759.98,Yes,Basic,Bachelor,03-01-11,Employed,Healthy,M,92296,Suburban,Married,69,4,65,0,1,Corporate Auto,Corporate L2,Offer2,Agent,331.2,Two-Door Car,Midsize
BC87161,Oregon,2759.98,Yes,Basic,Bachelor,03-01-11,Employed,Healthy,M,92296,Suburban,Married,69,4,65,0,1,Personal Auto,Personal L1,Offer2,Agent,331.2,Two-Door Car,Midsize
XG64081,Arizona,2759.98,Yes,Basic,Bachelor,03-01-11,Employed,Healthy,M,92296,Suburban,Married,69,4,65,0,1,Personal Auto,Personal L3,Offer2,Agent,331.2,Two-Door Car,Midsize
QN60028,California,2759.98,Yes,Basic,Bachelor,03-01-11,Employed,Healthy,M,92296,Suburban,Married,69,4,65,0,1,Corporate Auto,Corporate L2,Offer2,Agent,331.2,Two-Door Car,Midsize
LL95376,Washington,2759.98,Yes,Basic,Bachelor,03-01-11,Employed,Healthy,M,92296,Suburban,Married,69,4,65,0,1,Personal Auto,Personal L3,Offer2,Agent,331.2,Two-Door Car,Midsize
NJ10602,Washington,8459.05,No,Basic,College,03-01-11,Employed,Healthy,F,92717,Urban,Married,70,24,19,0,2,Personal Auto,Personal L3,Offer4,Call Center,224.28,Two-Door Car,Midsize
BJ65040,Arizona,2733.43,No,Basic,High School Or Below,03-01-11,Employed,Healthy,F,93558,Suburban,Married,67,19,5,0,1,Personal Auto,Personal L3,Offer4,Agent,478.23,Four-Door Car,Midsize
PY79729,Oregon,2786.66,No,Basic,High School Or Below,03-01-11,Employed,Healthy,F,94310,Suburban,Divorced,70,1,76,4,1,Corporate Auto,Corporate L3,Offer4,Agent,430.77,Four-Door Car,Small
DK81475,Nevada,4619.45,No,Basic,College,03-01-11,Employed,Healthy,M,95301,Suburban,Married,114,34,43,0,1,Personal Auto,Personal L1,Offer3,Call Center,547.2,SUV,Large
QZ19741,Oregon,13815.78,No,Premium,College,03-01-11,Employed,Healthy,F,96745,Suburban,Married,179,14,25,5,3,Personal Auto,Personal L1,Offer2,Branch,859.2,SUV,Midsize
WO70078,Oregon,7486.07,No,Extended,Bachelor,03-01-11,Employed,Healthy,F,97899,Rural,Divorced,95,29,73,3,7,Personal Auto,Personal L3,Offer1,Branch,3.77,Four-Door Car,Midsize
TK59338,Arizona,13559.39,No,Basic,College,03-01-11,Employed,Healthy,M,98036,Suburban,Married,113,18,92,0,2,Personal Auto,Personal L2,Offer2,Agent,662.44,SUV,Midsize
WM39308,Nevada,15777.89,No,Basic,High School Or Below,03-01-11,Employed,Healthy,F,98713,Urban,Married,65,3,91,0,2,Personal Auto,Personal L2,Offer2,Call Center,289.89,Two-Door Car,Midsize
XE39286,Arizona,9778.73,No,Extended,Bachelor,03-01-11,Employed,Healthy,F,99364,Suburban,Married,121,3,37,0,5,Personal Auto,Personal L2,Offer4,Web,580.8,Sports Car,Small
ZC17826,California,15552.4,No,Basic,Bachelor,04-01-11,Unemployed,Healthy,M,0,Suburban,Single,64,2,99,0,2,Personal Auto,Personal L2,Offer1,Call Center,307.2,Four-Door Car,Midsize
LQ71247,Arizona,4524.64,No,Basic,High School Or Below,04-01-11,Unemployed,Healthy,F,0,Suburban,Single,65,30,59,2,3,Personal Auto,Personal L3,Offer1,Agent,490.11,Four-Door Car,Small
MC53402,Washington,2215.91,No,Basic,College,04-01-11,Unemployed,Healthy,M,0,Suburban,Single,66,31,14,0,1,Personal Auto,Personal L2,Offer3,Branch,389.94,Two-Door Car,Midsize
DI82448,California,4700.42,No,Basic,Bachelor,04-01-11,Unemployed,Healthy,M,0,Suburban,Single,70,2,33,0,9,Personal Auto,Personal L3,Offer1,Call Center,504,Four-Door Car,Midsize
NV98267,Arizona,5186.36,No,Basic,Bachelor,04-01-11,Unemployed,Healthy,M,0,Urban,Married,73,27,95,1,6,Personal Auto,Personal L2,Offer2,Call Center,194.94,Four-Door Car,Midsize
UY61301,Nevada,2710.15,No,Basic,Bachelor,04-01-11,Unemployed,Healthy,M,0,Suburban,Married,73,14,66,0,1,Personal Auto,Personal L1,Offer2,Agent,350.4,Four-Door Car,Midsize
GX32768,Oregon,7627.03,No,Basic,Bachelor,04-01-11,Unemployed,Healthy,F,0,Suburban,Single,74,1,52,1,2,Corporate Auto,Corporate L2,Offer1,Agent,807.28,Four-Door Car,Midsize
MQ80538,Oregon,2727.74,No,Extended,College,04-01-11,Unemployed,Healthy,M,0,Suburban,Single,78,10,5,0,1,Personal Auto,Personal L3,Offer1,Call Center,374.4,Four-Door Car,Midsize
EB72669,California,4518.02,No,Extended,Bachelor,04-01-11,Unemployed,Healthy,M,0,Suburban,Single,78,7,65,3,6,Personal Auto,Personal L3,Offer4,Web,374.4,Four-Door Car,Midsize
DV85764,California,21172.39,No,Extended,High School Or Below,04-01-11,Unemployed,Healthy,M,0,Suburban,Married,82,24,86,0,2,Personal Auto,Personal L2,Offer2,Branch,588.27,Four-Door Car,Midsize
KH44031,Oregon,3164.49,No,Extended,Master,04-01-11,Unemployed,Healthy,F,0,Suburban,Married,83,20,32,0,1,Personal Auto,Personal L1,Offer2,Call Center,398.4,Four-Door Car,Midsize
MI42935,California,5654.59,No,Extended,Bachelor,04-01-11,Unemployed,Healthy,F,0,Suburban,Single,83,0,12,0,7,Personal Auto,Personal L2,Offer3,Call Center,597.6,Four-Door Car,Midsize
HK28125,California,24337.38,No,Extended,High School Or Below,04-01-11,Unemployed,Healthy,M,0,Suburban,Single,85,5,15,1,2,Personal Auto,Personal L2,Offer2,Agent,612,Four-Door Car,Midsize
UG42487,Arizona,9806.22,No,Extended,High School Or Below,04-01-11,Unemployed,Healthy,F,0,Suburban,Single,87,15,26,0,2,Personal Auto,Personal L3,Offer1,Agent,626.4,Four-Door Car,Midsize
UV46349,Oregon,6238.05,No,Extended,Bachelor,04-01-11,Unemployed,Healthy,F,0,Rural,Married,90,25,63,2,7,Personal Auto,Personal L3,Offer3,Call Center,134.44,Four-Door Car,Midsize
IA27050,Oregon,6560.82,No,Extended,High School Or Below,04-01-11,Unemployed,Healthy,F,0,Rural,Single,93,2,88,0,3,Personal Auto,Personal L2,Offer1,Branch,41.62,Four-Door Car,Large
KN15789,Nevada,6769.32,No,Extended,High School Or Below,04-01-11,Unemployed,Healthy,F,0,Suburban,Single,97,31,43,0,7,Personal Auto,Personal L3,Offer1,Agent,698.4,Four-Door Car,Small
KN65809,Washington,11131.57,No,Extended,High School Or Below,04-01-11,Unemployed,Healthy,F,0,Suburban,Married,99,26,60,0,2,Personal Auto,Personal L3,Offer1,Agent,475.2,Four-Door Car,Small
SY56792,Oregon,7035.53,No,Premium,High School Or Below,04-01-11,Unemployed,Healthy,M,0,Suburban,Divorced,101,16,88,0,8,Corporate Auto,Corporate L3,Offer3,Web,727.2,Four-Door Car,Midsize
XF60649,California,7452.94,No,Basic,Bachelor,04-01-11,Unemployed,Healthy,F,0,Suburban,Single,106,5,32,0,4,Personal Auto,Personal L2,Offer1,Web,763.2,SUV,Midsize
FH83537,California,3732.57,No,Basic,High School Or Below,04-01-11,Unemployed,Healthy,F,0,Suburban,Single,106,2,50,0,1,Personal Auto,Personal L3,Offer3,Agent,879.43,Sports Car,Midsize
AB13432,California,3735.84,No,Basic,Bachelor,04-01-11,Unemployed,Healthy,M,0,Suburban,Single,110,3,16,0,1,Personal Auto,Personal L3,Offer1,Agent,792,SUV,Midsize
OQ10108,Oregon,8937.12,No,Extended,High School Or Below,04-01-11,Unemployed,Healthy,M,0,Suburban,Married,126,16,69,0,8,Personal Auto,Personal L2,Offer1,Branch,604.8,SUV,Small
ZV93969,Washington,4754.45,No,Extended,College,04-01-11,Unemployed,Healthy,F,0,Suburban,Single,136,5,46,0,1,Corporate Auto,Corporate L1,Offer1,Call Center,652.8,SUV,Midsize
WD48852,Oregon,12786.67,No,Basic,College,04-01-11,Unemployed,Healthy,F,0,Suburban,Single,180,14,70,0,4,Special Auto,Special L2,Offer3,Agent,1296,Luxury SUV,Midsize
LP15901,Nevada,6671.77,No,Basic,Bachelor,04-01-11,Unemployed,Healthy,M,0,Suburban,Single,183,5,81,0,1,Personal Auto,Personal L2,Offer1,Agent,1317.6,Luxury SUV,Small
UX92071,Oregon,6743.12,No,Basic,High School Or Below,04-01-11,Unemployed,Healthy,M,0,Suburban,Single,199,6,37,0,1,Personal Auto,Personal L1,Offer4,Call Center,955.2,Luxury SUV,Midsize
TO82744,California,15789.65,No,Extended,High School Or Below,04-01-11,Unemployed,Healthy,F,0,Suburban,Single,212,28,51,0,4,Personal Auto,Personal L3,Offer3,Agent,1526.4,Luxury SUV,Large
RN12107,Oregon,9476.9,No,Premium,High School Or Below,04-01-11,Unemployed,Healthy,F,0,Suburban,Single,254,23,55,0,1,Corporate Auto,Corporate L1,Offer1,Call Center,1828.8,Luxury Car,Midsize
KK27683,Nevada,4013.85,No,Basic,High School Or Below,04-01-11,Disabled,Healthy,F,15413,Suburban,Married,106,4,67,0,1,Personal Auto,Personal L1,Offer2,Branch,508.8,SUV,Large
SG66076,Arizona,10056.51,No,Extended,Bachelor,04-01-11,Disabled,Healthy,M,16097,Suburban,Single,139,7,6,0,7,Personal Auto,Personal L1,Offer1,Branch,1000.8,Sports Car,Midsize
YQ15567,Oregon,9034.31,No,Basic,Bachelor,04-01-11,Medical Leave,Unhealthy,F,18846,Suburban,Married,115,16,84,0,3,Personal Auto,Personal L2,Offer1,Agent,552,SUV,Small
XI14610,California,3645.46,No,Extended,College,04-01-11,Medical Leave,Unhealthy,F,19121,Suburban,Married,95,1,18,0,1,Personal Auto,Personal L2,Offer2,Agent,915.19,Four-Door Car,Small
UF81905,California,4867.38,No,Basic,Doctor,04-01-11,Disabled,Healthy,F,20123,Suburban,Married,63,7,47,0,3,Personal Auto,Personal L1,Offer2,Call Center,302.4,Four-Door Car,Midsize
IJ18945,Washington,3094.32,No,Extended,College,04-01-11,Employed,Healthy,F,20954,Suburban,Married,78,15,27,0,1,Special Auto,Special L1,Offer2,Agent,534.5,Four-Door Car,Midsize
LV62981,Arizona,6874.33,No,Extended,College,04-01-11,Employed,Healthy,M,22093,Suburban,Divorced,87,15,8,0,9,Corporate Auto,Corporate L3,Offer4,Branch,616.75,Two-Door Car,Midsize
HX33134,Arizona,2758.33,No,Basic,High School Or Below,04-01-11,Disabled,Healthy,M,22158,Suburban,Married,74,8,92,0,1,Personal Auto,Personal L1,Offer2,Call Center,355.2,Four-Door Car,Small
QR15221,Washington,2584.2,No,Basic,High School Or Below,04-01-11,Employed,Healthy,F,22562,Suburban,Married,65,4,81,0,1,Personal Auto,Personal L3,Offer1,Branch,312,Two-Door Car,Midsize
SN69015,California,6371.32,No,Extended,College,04-01-11,Employed,Healthy,M,23797,Suburban,Married,81,10,57,0,3,Personal Auto,Personal L2,Offer2,Web,388.8,Four-Door Car,Midsize
RZ24101,Nevada,7142.55,No,Premium,College,04-01-11,Medical Leave,Unhealthy,F,24417,Suburban,Divorced,185,22,25,0,1,Personal Auto,Personal L3,Offer1,Call Center,888,SUV,Midsize
YM24620,California,4505.84,No,Basic,Master,04-01-11,Employed,Healthy,M,24790,Suburban,Married,113,4,39,0,1,Personal Auto,Personal L2,Offer3,Agent,767.24,SUV,Small
DB79306,California,4416.35,No,Basic,College,04-01-11,Employed,Healthy,M,25480,Urban,Married,117,26,49,3,1,Personal Auto,Personal L1,Offer4,Web,486.55,SUV,Small
OW85480,California,5348.07,No,Basic,Master,04-01-11,Medical Leave,Unhealthy,M,25545,Suburban,Married,69,19,49,0,9,Personal Auto,Personal L3,Offer1,Agent,331.2,Four-Door Car,Midsize
HB23001,California,8697.79,No,Premium,Bachelor,04-01-11,Employed,Healthy,M,26287,Rural,Married,111,6,11,0,8,Personal Auto,Personal L2,Offer2,Branch,279.38,Two-Door Car,Midsize
OL28902,California,5999.38,No,Premium,College,04-01-11,Disabled,Healthy,M,26303,Suburban,Divorced,165,16,47,0,1,Personal Auto,Personal L3,Offer4,Agent,956.59,SUV,Small
AT29024,California,4892.63,No,Basic,High School Or Below,04-01-11,Employed,Healthy,F,27005,Suburban,Married,61,10,72,0,7,Corporate Auto,Corporate L2,Offer2,Agent,311.84,Four-Door Car,Small
LV14566,Nevada,7176.59,No,Basic,Master,04-01-11,Employed,Healthy,M,27071,Suburban,Divorced,183,1,85,0,1,Personal Auto,Personal L1,Offer4,Branch,878.4,Luxury Car,Large
LJ43988,California,20492.74,No,Premium,Master,04-01-11,Employed,Healthy,F,27317,Suburban,Married,102,30,12,0,2,Personal Auto,Personal L2,Offer3,Agent,489.6,Four-Door Car,Midsize
XR36002,California,10626.81,No,Extended,High School Or Below,04-01-11,Medical Leave,Unhealthy,F,27339,Rural,Divorced,97,0,37,2,2,Personal Auto,Personal L3,Offer1,Branch,44.73,Two-Door Car,Midsize
FJ57446,Oregon,8434.12,No,Basic,College,04-01-11,Employed,Healthy,F,27694,Suburban,Single,108,3,3,0,7,Personal Auto,Personal L2,Offer3,Agent,741.85,SUV,Small
BN74268,Arizona,11763.15,No,Extended,College,04-01-11,Employed,Healthy,F,28045,Suburban,Married,99,7,99,0,2,Personal Auto,Personal L3,Offer1,Branch,475.2,Four-Door Car,Midsize
AB72731,California,4639.98,No,Basic,Bachelor,04-01-11,Employed,Healthy,F,28358,Rural,Married,117,24,37,0,1,Personal Auto,Personal L2,Offer2,Call Center,84.02,Sports Car,Midsize
LM76366,Nevada,2999.34,No,Extended,High School Or Below,04-01-11,Employed,Healthy,M,28564,Suburban,Married,76,17,44,0,1,Corporate Auto,Corporate L3,Offer2,Branch,364.8,Two-Door Car,Small
LT60268,Nevada,11044.43,No,Extended,College,04-01-11,Employed,Healthy,F,29696,Urban,Single,139,17,41,0,3,Personal Auto,Personal L3,Offer3,Call Center,478.11,SUV,Midsize
QN44699,Oregon,4655.21,No,Premium,Bachelor,04-01-11,Employed,Healthy,F,30383,Suburban,Divorced,119,32,25,0,1,Personal Auto,Personal L2,Offer4,Branch,803.69,Two-Door Car,Small
SL35268,Arizona,5453.86,No,Basic,College,04-01-11,Employed,Healthy,M,30855,Urban,Married,68,7,15,0,7,Corporate Auto,Corporate L3,Offer2,Web,259.06,Four-Door Car,Midsize
MR52087,California,7694.06,No,Basic,Bachelor,04-01-11,Employed,Healthy,F,32303,Rural,Married,65,13,34,0,2,Personal Auto,Personal L1,Offer3,Branch,45.15,Four-Door Car,Midsize
MS78828,Nevada,5126.54,No,Extended,College,04-01-11,Employed,Healthy,F,33169,Suburban,Married,128,33,14,0,1,Personal Auto,Personal L3,Offer4,Branch,614.4,SUV,Midsize
NJ21108,Oregon,5297.67,No,Basic,Bachelor,04-01-11,Employed,Healthy,F,33832,Suburban,Married,67,22,47,1,9,Corporate Auto,Corporate L3,Offer3,Branch,321.6,Four-Door Car,Small
FZ24763,California,5078.45,No,Basic,Bachelor,04-01-11,Employed,Healthy,M,35289,Rural,Married,65,34,94,0,3,Personal Auto,Personal L1,Offer4,Web,123.95,Four-Door Car,Midsize
BD35676,Arizona,29194.37,No,Extended,Master,04-01-11,Employed,Healthy,M,35296,Urban,Single,126,19,11,0,2,Personal Auto,Personal L1,Offer2,Branch,452.62,SUV,Midsize
YQ98322,Oregon,5290.67,No,Basic,Bachelor,04-01-11,Employed,Healthy,M,36791,Suburban,Divorced,68,26,62,0,3,Personal Auto,Personal L2,Offer1,Agent,326.4,Four-Door Car,Midsize
LH94176,Arizona,8203.22,No,Basic,High School Or Below,04-01-11,Employed,Healthy,M,38595,Suburban,Divorced,74,5,42,3,2,Personal Auto,Personal L3,Offer1,Branch,415.55,Four-Door Car,Midsize
UQ19505,Oregon,3557.2,No,Extended,College,04-01-11,Employed,Healthy,F,39075,Rural,Married,89,22,50,0,1,Personal Auto,Personal L2,Offer1,Call Center,142.42,Two-Door Car,Midsize
HR71115,Nevada,5357.26,No,Basic,College,04-01-11,Employed,Healthy,M,39604,Rural,Married,68,2,21,0,8,Personal Auto,Personal L3,Offer1,Branch,63.13,Four-Door Car,Midsize
DA61021,California,15167.04,No,Basic,Master,04-01-11,Employed,Healthy,M,40467,Urban,Married,197,1,84,3,3,Personal Auto,Personal L2,Offer1,Agent,518.78,Luxury SUV,Midsize
HQ76003,Nevada,12383.53,No,Basic,High School Or Below,04-01-11,Employed,Healthy,F,40602,Urban,Single,105,14,84,0,2,Personal Auto,Personal L3,Offer2,Branch,459.9,Sports Car,Midsize
AM52614,Oregon,4477.45,No,Basic,Bachelor,04-01-11,Employed,Healthy,F,41402,Suburban,Divorced,119,26,26,4,1,Personal Auto,Personal L2,Offer2,Branch,571.2,Sports Car,Midsize
UU81720,California,8113.96,No,Basic,High School Or Below,04-01-11,Employed,Healthy,F,41701,Rural,Married,68,16,74,0,2,Corporate Auto,Corporate L3,Offer1,Agent,64.65,Four-Door Car,Midsize
UX71974,California,20314.44,No,Basic,College,04-01-11,Employed,Healthy,M,42218,Rural,Divorced,180,15,38,3,2,Personal Auto,Personal L3,Offer1,Call Center,212.13,Luxury Car,Small
FJ31683,Washington,2842.82,No,Basic,Doctor,04-01-11,Employed,Healthy,F,43793,Rural,Married,71,8,31,0,1,Personal Auto,Personal L2,Offer2,Agent,16.15,Four-Door Car,Midsize
JD15492,Oregon,2446.68,No,Basic,High School Or Below,04-01-11,Employed,Healthy,F,44509,Urban,Married,61,8,68,0,1,Personal Auto,Personal L2,Offer3,Call Center,226.73,Four-Door Car,Midsize
GR62267,Washington,5609.08,No,Basic,College,04-01-11,Employed,Healthy,F,44705,Rural,Divorced,71,21,63,0,6,Personal Auto,Personal L2,Offer1,Branch,148.17,Two-Door Car,Midsize
YY29772,Arizona,2725.32,No,Basic,High School Or Below,04-01-11,Employed,Healthy,F,45025,Suburban,Married,69,35,85,1,1,Personal Auto,Personal L2,Offer1,Agent,452.27,Four-Door Car,Midsize
YV76240,Oregon,10677.25,No,Extended,College,04-01-11,Employed,Healthy,F,45732,Urban,Married,134,22,56,0,9,Corporate Auto,Corporate L2,Offer1,Call Center,611.92,SUV,Large
OC80343,Oregon,7757.92,No,Basic,Bachelor,04-01-11,Employed,Healthy,M,49682,Rural,Single,101,30,49,0,3,Personal Auto,Personal L2,Offer1,Web,198.84,SUV,Midsize
AM28777,Oregon,2707.43,No,Basic,College,04-01-11,Employed,Healthy,F,51455,Rural,Married,67,16,85,0,1,Personal Auto,Personal L1,Offer2,Agent,11.05,Four-Door Car,Midsize
HG97353,Oregon,8679.84,No,Premium,Bachelor,04-01-11,Employed,Healthy,F,52717,Rural,Married,109,5,60,0,8,Corporate Auto,Corporate L2,Offer3,Agent,60.15,Four-Door Car,Midsize
JE84351,Oregon,6938.87,No,Extended,Bachelor,04-01-11,Employed,Healthy,M,53133,Suburban,Single,91,11,6,0,9,Personal Auto,Personal L3,Offer2,Agent,652.39,Two-Door Car,Small
UX24010,California,5205.26,No,Basic,Bachelor,04-01-11,Employed,Healthy,F,53614,Suburban,Married,65,25,70,1,5,Personal Auto,Personal L1,Offer1,Agent,725.85,Four-Door Car,Small
